doc_id,Title,Abstract,Year
34554826,Defining variant-resistant epitopes targeted by SARS-CoV-2 antibodies: A global consortium study.,"Antibody-based therapeutics and vaccines are essential to combat COVID-19 morbidity and mortality after severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. Multiple mutations in SARS-CoV-2 that could impair antibody defenses propagated in human-to-human transmission and spillover or spillback events between humans and animals. To develop prevention and therapeutic strategies, we formed an international consortium to map the epitope landscape on the SARS-CoV-2 spike protein, defining and structurally illustrating seven receptor binding domain (RBD)–directed antibody communities with distinct footprints and competition profiles. Pseudovirion-based neutralization assays reveal spike mutations, individually and clustered together in variants, that affect antibody function among the communities. Key classes of RBD-targeted antibodies maintain neutralization activity against these emerging SARS-CoV-2 variants. These results provide a framework for selecting antibody treatment cocktails and understanding how viral variants might affect antibody therapeutic efficacy.",2021
34529476,Immune correlates of protection by mRNA-1273 vaccine against SARS-CoV-2 in nonhuman primates.,"Immune correlates of protection can be used as surrogate endpoints for vaccine efficacy. Here, nonhuman primates (NHPs) received either no vaccine or doses ranging from 0.3 to 100 μg of the mRNA-1273 severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine. mRNA-1273 vaccination elicited circulating and mucosal antibody responses in a dose-dependent manner. Viral replication was significantly reduced in bronchoalveolar lavages and nasal swabs after SARS-CoV-2 challenge in vaccinated animals and most strongly correlated with levels of anti–S antibody and neutralizing activity. Lower antibody levels were needed for reduction of viral replication in the lower airway than in the upper airway. Passive transfer of mRNA-1273–induced immunoglobulin G to naïve hamsters was sufficient to mediate protection. Thus, mRNA-1273 vaccine–induced humoral immune responses are a mechanistic correlate of protection against SARS-CoV-2 in NHPs.",2021
34519540,Low-dose mRNA-1273 COVID-19 vaccine generates durable memory enhanced by cross-reactive T cells.,Vaccine-specific CD4,2021
34516864,The hunt for SARS-CoV-2's ancestors heats up.,Cousins of the pandemic virus in animals help chart the path to humans.,2021
34516819,"Digital exposure tools: Design for privacy, efficacy, and equity.",Apps can cut transmission of SARS-CoV-2-but how do we ensure that they don’t exacerbate public health inequities?.,2021
34516784,Leveraging the collective mind,Shared social identities can better prepare us to confront societal problems.,2021
34465633,Cross-reactive CD4,"The functional relevance of preexisting cross-immunity to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a subject of intense debate. Here, we show that human endemic coronavirus (HCoV)–reactive and SARS-CoV-2–cross-reactive CD4",2021
34446582,Airborne transmission of respiratory viruses.,"The COVID-19 pandemic has revealed critical knowledge gaps in our understanding of and a need to update the traditional view of transmission pathways for respiratory viruses. The long-standing definitions of droplet and airborne transmission do not account for the mechanisms by which virus-laden respiratory droplets and aerosols travel through the air and lead to infection. In this Review, we discuss current evidence regarding the transmission of respiratory viruses by aerosols-how they are generated, transported, and deposited, as well as the factors affecting the relative contributions of droplet-spray deposition versus aerosol inhalation as modes of transmission. Improved understanding of aerosol transmission brought about by studies of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection requires a reevaluation of the major transmission pathways for other respiratory viruses, which will allow better-informed controls to reduce airborne transmission.",2021
34404735,Vaccine nationalism and the dynamics and control of SARS-CoV-2.,"Vaccines provide powerful tools to mitigate the enormous public health and economic costs that the ongoing severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic continues to exert globally, yet vaccine distribution remains unequal among countries. To examine the potential epidemiological and evolutionary impacts of “vaccine nationalism,” we extend previous models to include simple scenarios of stockpiling between two regions. In general, when vaccines are widely available and the immunity they confer is robust, sharing doses minimizes total cases across regions. A number of subtleties arise when the populations and transmission rates in each region differ, depending on evolutionary assumptions and vaccine availability. When the waning of natural immunity contributes most to evolutionary potential, sustained transmission in low-access regions results in an increased potential for antigenic evolution, which may result in the emergence of novel variants that affect epidemiological characteristics globally. Overall, our results stress the importance of rapid, equitable vaccine distribution for global control of the pandemic.",2021
34385356,Durability of mRNA-1273 vaccine-induced antibodies against SARS-CoV-2 variants.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) mutations may diminish vaccine-induced protective immune responses, particularly as antibody titers wane over time. Here, we assess the effect of SARS-CoV-2 variants B.1.1.7 (Alpha), B.1.351 (Beta), P.1 (Gamma), B.1.429 (Epsilon), B.1.526 (Iota), and B.1.617.2 (Delta) on binding, neutralizing, and angiotensin-converting enzyme 2 (ACE2)–competing antibodies elicited by the messenger RNA (mRNA) vaccine mRNA-1273 over 7 months. Cross-reactive neutralizing responses were rare after a single dose. At the peak of response to the second vaccine dose, all individuals had responses to all variants. Binding and functional antibodies against variants persisted in most subjects, albeit at low levels, for 6 months after the primary series of the mRNA-1273 vaccine. Across all assays, B.1.351 had the lowest antibody recognition. These data complement ongoing studies to inform the potential need for additional boost vaccinations.",2021
